OID_,SITE,ZONE_CODE,COUNT,AREA,MEAN
1,Site01,1,250.000000000000000,0.000018156832868,54.303999999999981
2,Site03,2,263.000000000000000,0.000019100988177,76.916349809885872
3,Site04,3,198.000000000000000,0.000014380211631,33.515151515151487
4,Site05,4,262.000000000000000,0.000019028360846,49.255725190839691
5,Site06,5,266.000000000000000,0.000019318870171,39.612781954887168
6,Site07,6,263.000000000000000,0.000019100988177,57.148288973384055
7,Site08,7,265.000000000000000,0.000019246242840,70.618867924528303
8,Site09,8,265.000000000000000,0.000019246242840,67.758490566037736
9,Site10,9,261.000000000000000,0.000018955733514,61.283524904214552
10,Site11,10,262.000000000000000,0.000019028360846,83.431297709923669
11,Site12,11,265.000000000000000,0.000019246242840,75.354716981132057
12,Site13,12,97.000000000000000,0.000007044851153,38.381443298969053
13,Site14,13,214.000000000000000,0.000015542248935,39.906542056074763
14,Site15,14,262.000000000000000,0.000019028360846,70.370229007633498
15,Site16,15,265.000000000000000,0.000019246242840,73.169811320754746
16,Site17,16,260.000000000000000,0.000018883106183,62.257692307692302
17,Site18,17,265.000000000000000,0.000019246242840,60.252830188679241
18,Site19,18,260.000000000000000,0.000018883106183,67.426923076923018
19,Site20,19,263.000000000000000,0.000019100988177,44.653992395437264
20,Site21,20,263.000000000000000,0.000019100988177,69.600760456273775
21,Site22,21,261.000000000000000,0.000018955733514,70.678160919540218
22,Site23,22,263.000000000000000,0.000019100988177,72.889733840304189
23,Site24,23,263.000000000000000,0.000019100988177,44.809885931558931
24,Site25,24,265.000000000000000,0.000019246242840,82.554716981132060
25,Site26,25,265.000000000000000,0.000019246242840,50.052830188679231
26,Site27,26,259.000000000000000,0.000018810478851,27.691119691119710
27,Site28,27,263.000000000000000,0.000019100988177,58.908745247148310
28,Site29,28,268.000000000000000,0.000019464124834,45.970149253731364
29,Site30,29,261.000000000000000,0.000018955733514,46.363984674329508
30,Site31,30,260.000000000000000,0.000018883106183,29.534615384615385
31,Site32,31,267.000000000000000,0.000019391497503,88.374531835206014
32,Site33,32,268.000000000000000,0.000019464124834,36.947761194029887
33,Site34,33,255.000000000000000,0.000018519969525,44.960784313725469
34,Site35,34,266.000000000000000,0.000019318870171,38.646616541353382
35,Site36,35,262.000000000000000,0.000019028360846,47.729007633587784
36,Site37,36,257.000000000000000,0.000018665224188,42.151750972762642
37,Site38,37,264.000000000000000,0.000019173615508,43.140151515151516
38,Site39,38,262.000000000000000,0.000019028360846,44.790076335877849
39,Site40,39,257.000000000000000,0.000018665224188,56.466926070038916
40,Site41,40,264.000000000000000,0.000019173615508,70.749999999999972
41,Site42,41,265.000000000000000,0.000019246242840,61.400000000000006
42,Site43,42,262.000000000000000,0.000019028360846,47.270992366412209
43,Site44,43,262.000000000000000,0.000019028360846,56.992366412213720
44,Site45,44,234.000000000000000,0.000016994795564,56.286324786324791
45,Site46,45,233.000000000000000,0.000016922168233,28.660944206008562
46,Site47,46,234.000000000000000,0.000016994795564,36.303418803418801
47,Site48,47,265.000000000000000,0.000019246242840,38.716981132075460
48,Site49,48,261.000000000000000,0.000018955733514,53.651340996168614
49,Site50,49,267.000000000000000,0.000019391497503,59.614232209737800
50,Site51,50,260.000000000000000,0.000018883106183,59.150000000000020
51,Site52,51,265.000000000000000,0.000019246242840,77.283018867924497
52,Site53,52,173.000000000000000,0.000012564528345,25.855491329479761
53,Site54,53,267.000000000000000,0.000019391497503,47.505617977528097
54,Site55,54,261.000000000000000,0.000018955733514,68.302681992337114
55,Site56,55,266.000000000000000,0.000019318870171,71.281954887218021
56,Site57,56,265.000000000000000,0.000019246242840,76.788679245283092
57,Site58,57,266.000000000000000,0.000019318870171,59.330827067669212
58,Site59,58,266.000000000000000,0.000019318870171,66.116541353383482
59,Site60,59,266.000000000000000,0.000019318870171,48.890977443609025
60,Site61,60,268.000000000000000,0.000019464124834,72.951492537313442
61,Site62,61,263.000000000000000,0.000019100988177,57.239543726235745
62,Site63,62,264.000000000000000,0.000019173615508,73.507575757575793
